date,open,high,low,close,volume,adjClose
18/03/2014,3667.399902,3708.26001,3664.790039,3706.620117,1962890000,3706.620117
19/03/2014,3705.51001,3709.01001,3661.060059,3682.73999,1992750000,3682.73999
20/03/2014,3675.620117,3705.310059,3665.830078,3693.969971,1847270000,3693.969971
21/03/2014,3711.469971,3717.360107,3643.350098,3653.070068,3245740000,3653.070068
24/03/2014,3665.379883,3665.580078,3585.149902,3617.389893,2434650000,3617.389893
25/03/2014,3640.26001,3659.590088,3600.649902,3629.72998,2270760000,3629.72998
26/03/2014,3645.72998,3654.689941,3582.840088,3582.889893,2455460000,3582.889893
27/03/2014,3578.540039,3594.080078,3543.070068,3563.129883,2270650000,3563.129883
28/03/2014,3576.179932,3609.080078,3560.580078,3571.48999,2029840000,3571.48999
31/03/2014,3598.080078,3618.419922,3593.699951,3595.73999,2090850000,3595.73999
01/04/2014,3615.909912,3659.159912,3614.159912,3658.399902,2153130000,3658.399902
02/04/2014,3670.330078,3676.360107,3649.790039,3665.98999,2187100000,3665.98999
03/04/2014,3670.429932,3675.699951,3617.409912,3637.580078,2067370000,3637.580078
04/04/2014,3659.919922,3663.780029,3532.280029,3539.379883,2621270000,3539.379883
07/04/2014,3522.209961,3551.209961,3482.75,3507.75,2554680000,3507.75
08/04/2014,3511.820068,3543.97998,3499,3538.22998,2198900000,3538.22998
09/04/2014,3552.070068,3602.350098,3544.090088,3600.439941,1957560000,3600.439941
10/04/2014,3597.580078,3599.639893,3479.149902,3487.76001,2421210000,3487.76001
11/04/2014,3453.23999,3502.330078,3440.550049,3446.850098,2264480000,3446.850098
14/04/2014,3479.659912,3493.169922,3443.26001,3474.629883,1890480000,3474.629883
15/04/2014,3484.290039,3505.669922,3414.110107,3487.850098,2413110000,3487.850098
16/04/2014,3517.5,3533.090088,3489.290039,3533.090088,1863110000,3533.090088
17/04/2014,3526.570068,3551.02002,3511.27002,3534.530029,1954720000,3534.530029
21/04/2014,3543.649902,3559.949951,3525.590088,3559.949951,1544440000,3559.949951
22/04/2014,3570.51001,3596.919922,3566.870117,3588.810059,1875930000,3588.810059
23/04/2014,3587.649902,3588.050049,3555.189941,3557.040039,1794760000,3557.040039
24/04/2014,3609.830078,3613.199951,3552.929932,3591.030029,2130870000,3591.030029
25/04/2014,3569.919922,3573.949951,3525.600098,3533.100098,2087140000,3533.100098
28/04/2014,3546.959961,3570.110107,3489.600098,3545.030029,2348320000,3545.030029
29/04/2014,3557.77002,3579.030029,3538.23999,3573.98999,1911240000,3573.98999
30/04/2014,3556,3585.5,3548.110107,3582.02002,2151400000,3582.02002
01/05/2014,3589.659912,3613.030029,3580.02002,3594.360107,2077040000,3594.360107
02/05/2014,3608.840088,3611.560059,3578.530029,3587.639893,1844790000,3587.639893
05/05/2014,3566.26001,3605.26001,3556.399902,3605.090088,1561170000,3605.090088
06/05/2014,3598.27002,3599.649902,3556.100098,3556.51001,1850610000,3556.51001
07/05/2014,3561.469971,3567.550049,3506.350098,3546.469971,2486030000,3546.469971
08/05/2014,3533.389893,3583.639893,3524.850098,3540.419922,2411940000,3540.419922
09/05/2014,3537.679932,3556.350098,3516.23999,3555.699951,1976160000,3555.699951
12/05/2014,3574.23999,3613.370117,3572.689941,3612.72998,1880020000,3612.72998
13/05/2014,3614.909912,3625.77002,3605.780029,3611.129883,1923480000,3611.129883
14/05/2014,3603.580078,3614.629883,3585.679932,3593.25,1764430000,3593.25
15/05/2014,3594.590088,3598.340088,3542.629883,3565.169922,2083030000,3565.169922
16/05/2014,3568.199951,3590.409912,3545.629883,3587.199951,1741070000,3587.199951
19/05/2014,3577.850098,3618.959961,3572.280029,3615.620117,1601400000,3615.620117
20/05/2014,3612.860107,3624.600098,3585.879883,3600.310059,1797910000,3600.310059
21/05/2014,3605.790039,3636.469971,3605.51001,3635.610107,1703500000,3635.610107
22/05/2014,3639.48999,3660.590088,3633.850098,3650.860107,1835810000,3650.860107
23/05/2014,3656.27002,3678.169922,3646.22998,3677.330078,1536610000,3677.330078
27/05/2014,3693.179932,3723.070068,3691.090088,3723.070068,1812330000,3723.070068
28/05/2014,3720.889893,3726.719971,3708.649902,3712.26001,1785140000,3712.26001
29/05/2014,3723.27002,3735.719971,3717.659912,3735.719971,1714000000,3735.719971
30/05/2014,3738.709961,3741.570068,3716.090088,3736.820068,1903660000,3736.820068
02/06/2014,3740.709961,3740.709961,3707.889893,3732.959961,1631310000,3732.959961
03/06/2014,3719.169922,3735.969971,3715.459961,3730.070068,1718640000,3730.070068
04/06/2014,3720,3750.01001,3715.23999,3743.590088,1610090000,3743.590088
05/06/2014,3748.360107,3782,3735.189941,3776.949951,1926750000,3776.949951
06/06/2014,3792.419922,3795.139893,3782.120117,3794.570068,1616650000,3794.570068
09/06/2014,3795.850098,3804.040039,3783.899902,3795.73999,1783060000,3795.73999
10/06/2014,3790.47998,3802.459961,3786.560059,3800.860107,1787120000,3800.860107
11/06/2014,3789.409912,3803.949951,3783.610107,3797.850098,1778460000,3797.850098
12/06/2014,3790.590088,3794.98999,3751.689941,3763.800049,1908190000,3763.800049
13/06/2014,3782.840088,3784.840088,3759.870117,3775.560059,1754560000,3775.560059
16/06/2014,3768.370117,3789.929932,3761.419922,3779.929932,1675120000,3779.929932
17/06/2014,3775.72998,3790.919922,3769.939941,3781.320068,1814360000,3781.320068
18/06/2014,3786.189941,3807.48999,3764.530029,3804.610107,1860660000,3804.610107
19/06/2014,3808.76001,3811.23999,3783.300049,3800.800049,1845460000,3800.800049
20/06/2014,3803.100098,3807.919922,3794.51001,3802.639893,2721380000,3802.639893
23/06/2014,3802.25,3806.189941,3794.850098,3805.310059,1712930000,3805.310059
24/06/2014,3807.48999,3837.169922,3791.120117,3799.530029,2014700000,3799.530029
25/06/2014,3794.840088,3831.850098,3792.310059,3827.330078,1722820000,3827.330078
26/06/2014,3826.699951,3827.699951,3798.629883,3826.909912,1554070000,3826.909912
27/06/2014,3825.02002,3844.889893,3823.209961,3844.439941,3964930000,3844.439941
30/06/2014,3844.449951,3860.649902,3841.699951,3849.47998,1848110000,3849.47998
01/07/2014,3864.139893,3902.929932,3863.810059,3894.330078,1942550000,3894.330078
02/07/2014,3895.179932,3904.350098,3890.77002,3899.27002,1599480000,3899.27002
03/07/2014,3911.110107,3923.149902,3901.330078,3923.01001,1001730000,3923.01001
07/07/2014,3917.889893,3923.919922,3904.669922,3910.709961,1691390000,3910.709961
08/07/2014,3903.370117,3906.219971,3848.179932,3864.070068,2221820000,3864.070068
09/07/2014,3873.169922,3896.379883,3863.199951,3892.909912,1736960000,3892.909912
10/07/2014,3837.290039,3895.719971,3837.159912,3880.040039,1682920000,3880.040039
11/07/2014,3888.76001,3905.399902,3879.399902,3904.580078,1511250000,3904.580078
14/07/2014,3923.600098,3937.72998,3916.530029,3929.459961,1579660000,3929.459961
15/07/2014,3934.790039,3940.550049,3887.5,3914.459961,1772030000,3914.459961
16/07/2014,3943.600098,3947.48999,3927.01001,3932.330078,2059340000,3932.330078
17/07/2014,3921.870117,3933.879883,3866.219971,3878.01001,2055240000,3878.01001
18/07/2014,3899.379883,3942.149902,3894.560059,3939.889893,1823580000,3939.889893
21/07/2014,3933.110107,3941.929932,3917.73999,3934.139893,1557820000,3934.139893
22/07/2014,3950.830078,3966.100098,3949.090088,3961.620117,1724440000,3961.620117
23/07/2014,3974.659912,3990.639893,3967.959961,3986.189941,1909810000,3986.189941
24/07/2014,3994.179932,3997.5,3975.659912,3983.189941,1935090000,3983.189941
25/07/2014,3959.350098,3970.439941,3945.050049,3965.169922,1711430000,3965.169922
28/07/2014,3966.310059,3977,3936.719971,3967.23999,1783250000,3967.23999
29/07/2014,3974.060059,3983.419922,3957.219971,3959.030029,2090810000,3959.030029
30/07/2014,3982.100098,3989,3960.290039,3976.070068,1872430000,3976.070068
31/07/2014,3938.310059,3948.899902,3889.100098,3892.5,2273380000,3892.5
01/08/2014,3886.100098,3908.209961,3855.350098,3879.669922,2050340000,3879.669922
04/08/2014,3890.629883,3922.25,3875.100098,3908.77002,1677400000,3908.77002
05/08/2014,3891.129883,3901.169922,3858.649902,3874.939941,1916180000,3874.939941
06/08/2014,3851.439941,3896.649902,3849.449951,3874.27002,1819310000,3874.27002
07/08/2014,3889.689941,3895.73999,3845.199951,3857.939941,1866330000,3857.939941
08/08/2014,3864.090088,3890.629883,3848.48999,3888.090088,1759060000,3888.090088
11/08/2014,3899.97998,3921.189941,3899.370117,3910.459961,1537880000,3910.459961
12/08/2014,3904.449951,3916.72998,3887.580078,3905.22998,1560220000,3905.22998
13/08/2014,3924.469971,3949.689941,3921.439941,3949.199951,1611690000,3949.199951
14/08/2014,3953.27002,3969.23999,3949.080078,3969.110107,1549820000,3969.110107
15/08/2014,3993,3997.080078,3951.25,3987.51001,1799460000,3987.51001
18/08/2014,4007.189941,4022.47998,4003.459961,4020.5,1571100000,4020.5
19/08/2014,4025.51001,4041.5,4024.169922,4040.129883,1556560000,4040.129883
20/08/2014,4032.909912,4046.969971,4032.199951,4040.709961,1502030000,4040.709961
21/08/2014,4041,4048.949951,4035.75,4047.030029,1421730000,4047.030029
22/08/2014,4052.139893,4060.899902,4040.219971,4052.75,1311810000,4052.75
25/08/2014,4073.47998,4079.52002,4058.600098,4067.47998,1384620000,4067.47998
26/08/2014,4073.050049,4076.540039,4062.72998,4071.669922,1469620000,4071.669922
27/08/2014,4073.399902,4078.189941,4064.070068,4073.179932,1389470000,4073.179932
28/08/2014,4059.370117,4072.290039,4054.610107,4066.27002,1309580000,4066.27002
29/08/2014,4081.02002,4082.969971,4062.179932,4082.560059,1352830000,4082.560059
02/09/2014,4093.120117,4095.870117,4078.189941,4095.810059,1859080000,4095.810059
03/09/2014,4103.970215,4104.430176,4063.48999,4070.959961,1897450000,4070.959961
04/09/2014,4078.820068,4100.779785,4056.530029,4066.129883,1728700000,4066.129883
05/09/2014,4067.370117,4089.97998,4051.75,4089.919922,1641830000,4089.919922
08/09/2014,4086.52002,4105.5,4076.629883,4095.469971,1670210000,4095.469971
09/09/2014,4094.02002,4110.859863,4053.110107,4061.879883,1956550000,4061.879883
10/09/2014,4063.850098,4095.909912,4054.610107,4094.969971,1808650000,4094.969971
11/09/2014,4077.689941,4092.790039,4060.919922,4092.649902,1704850000,4092.649902
12/09/2014,4087.169922,4089.620117,4057.530029,4069.22998,1784180000,4069.22998
15/09/2014,4070.199951,4070.820068,4018.300049,4029.889893,1940520000,4029.889893
16/09/2014,4012.530029,4073.139893,4009.97998,4067.27002,1879350000,4067.27002
17/09/2014,4066.76001,4090.949951,4048.580078,4073.570068,1796710000,4073.570068
18/09/2014,4084.51001,4103.419922,4080.820068,4103.080078,1774840000,4103.080078
19/09/2014,4113.02002,4118.910156,4084.449951,4100.089844,3178490000,4100.089844
22/09/2014,4091.870117,4092.139893,4044.98999,4061.22998,1881520000,4061.22998
23/09/2014,4045.669922,4069.209961,4043.26001,4051.570068,1847730000,4051.570068
24/09/2014,4055.419922,4096.27002,4041.719971,4094.310059,1765260000,4094.310059
25/09/2014,4079.370117,4087.189941,4007.629883,4007.820068,1939610000,4007.820068
26/09/2014,4016.969971,4057.469971,4015.02002,4053.719971,1637480000,4053.719971
29/09/2014,4009.659912,4056.429932,4008.580078,4047.179932,1737750000,4047.179932
30/09/2014,4054.860107,4070.439941,4031.699951,4049.449951,2200380000,4049.449951
01/10/2014,4043.330078,4043.439941,3972.909912,3984.73999,2312630000,3984.73999
02/10/2014,3984.800049,3996.75,3934.939941,3985.870117,2165500000,3985.870117
03/10/2014,4004.75,4040.560059,3995.810059,4027.310059,2765750000,4027.310059
06/10/2014,4041.399902,4046.709961,4004.209961,4016.27002,2467830000,4016.27002
07/10/2014,3999.25,4007.939941,3958.439941,3958.590088,2111360000,3958.590088
08/10/2014,3960.790039,4048.790039,3938.159912,4041.120117,2451630000,4041.120117
09/10/2014,4031.620117,4040.540039,3965.370117,3969.320068,2264220000,3969.320068
10/10/2014,3946.320068,3969.47998,3870.860107,3870.860107,2765750000,3870.860107
13/10/2014,3866.889893,3893.659912,3807.889893,3808,2467830000,3808
14/10/2014,3837.219971,3860.040039,3801.159912,3810.449951,2496120000,3810.449951
15/10/2014,3738.719971,3801.419922,3700.22998,3785.969971,3058740000,3785.969971
16/10/2014,3706.699951,3795.080078,3704.830078,3765.280029,2591940000,3765.280029
17/10/2014,3815.719971,3848.97998,3791.159912,3815.469971,2260070000,3815.469971
20/10/2014,3813.600098,3872.360107,3804.969971,3870.080078,1717370000,3870.080078
21/10/2014,3916.649902,3971.399902,3908.830078,3971.389893,1997580000,3971.389893
22/10/2014,3980.48999,3988.399902,3947.97998,3949.590088,1967020000,3949.590088
23/10/2014,3989.860107,4032.219971,3984.149902,4012.27002,1952380000,4012.27002
24/10/2014,4019.840088,4045.189941,4003.429932,4042.02002,1754300000,4042.02002
27/10/2014,4031.879883,4052.5,4019.22998,4046.02002,1585580000,4046.02002
28/10/2014,4063.070068,4107.189941,4062.209961,4106.629883,1966920000,4106.629883
29/10/2014,4091.620117,4104.060059,4062.48999,4090.550049,2184050000,4090.550049
30/10/2014,4074.26001,4109.060059,4064.449951,4100.640137,2034960000,4100.640137
31/10/2014,4168.5,4170.870117,4143.200195,4158.209961,2424360000,4158.209961
03/11/2014,4160.600098,4179.359863,4156.790039,4169.279785,2033000000,4169.279785
04/11/2014,4154.879883,4165.049805,4126.720215,4156.22998,1939320000,4156.22998
05/11/2014,4179.22998,4179.930176,4140.209961,4153.27002,2001870000,4153.27002
06/11/2014,4147.310059,4165.77002,4133.97998,4164.080078,1986820000,4164.080078
07/11/2014,4170.459961,4171.129883,4139.459961,4160.5,1978830000,4160.5
10/11/2014,4162.589844,4179.97998,4151.47998,4175.950195,1830010000,4175.950195
11/11/2014,4173.609863,4187.310059,4165.25,4187.160156,1663690000,4187.160156
12/11/2014,4174.470215,4199.189941,4173.02002,4195.399902,1773060000,4195.399902
13/11/2014,4202.77002,4228.680176,4194.330078,4213.47998,1857580000,4213.47998
14/11/2014,4214.970215,4225.180176,4198.589844,4224.990234,1739950000,4224.990234
17/11/2014,4215.290039,4225.47998,4194.180176,4213.790039,1695070000,4213.790039
18/11/2014,4215.180176,4248.189941,4214.319824,4242.189941,1655760000,4242.189941
19/11/2014,4233.709961,4235.839844,4204.160156,4222.660156,1641560000,4222.660156
20/11/2014,4204.540039,4245.169922,4202.359863,4242.089844,1667330000,4242.089844
21/11/2014,4284.410156,4285.27002,4237.379883,4251.319824,1854340000,4251.319824
24/11/2014,4262.089844,4285,4258.410156,4284.319824,1568130000,4284.319824
25/11/2014,4290.680176,4302.439941,4279.899902,4288.22998,1720140000,4288.22998
26/11/2014,4291.870117,4319.410156,4289.509766,4317.990234,1362930000,4317.990234
28/11/2014,4330.959961,4347.089844,4326.209961,4337.790039,998600000,4337.790039
01/12/2014,4323.950195,4332.549805,4274.680176,4287.810059,1893600000,4287.810059
02/12/2014,4291.330078,4312.919922,4283.890137,4305.959961,1839170000,4305.959961
03/12/2014,4312.169922,4319.02002,4287.040039,4312.930176,1734510000,4312.930176
04/12/2014,4309.47998,4327.549805,4293.939941,4311.930176,1724090000,4311.930176
05/12/2014,4318.279785,4324.419922,4302.040039,4311.569824,1767100000,4311.569824
08/12/2014,4301.27002,4320.080078,4259.009766,4278.339844,1966770000,4278.339844
09/12/2014,4228.209961,4297.72998,4216.870117,4294.669922,1950330000,4294.669922
10/12/2014,4284.5,4297,4218.850098,4224.870117,1850810000,4224.870117
11/12/2014,4241.689941,4296.810059,4238.290039,4246.47998,1873050000,4246.47998
12/12/2014,4207.609863,4254.430176,4199.279785,4199.279785,1888870000,4199.279785
15/12/2014,4224.169922,4236.060059,4145.009766,4157.410156,2143610000,4157.410156
16/12/2014,4122.22998,4190.419922,4089.189941,4089.600098,2231670000,4089.600098
17/12/2014,4095.75,4175.970215,4089.090088,4165.100098,2279930000,4165.100098
18/12/2014,4230.350098,4267.77002,4213.209961,4267.77002,2172260000,4267.77002
19/12/2014,4272.75,4300.399902,4258.330078,4281.779785,3287920000,4281.779785
22/12/2014,4271.870117,4295.27002,4270.540039,4293.669922,1720070000,4293.669922
23/12/2014,4308.950195,4309.029785,4274.509766,4279.299805,1590820000,4279.299805
24/12/2014,4283.189941,4298.870117,4281.799805,4283.100098,729750000,4283.100098
26/12/2014,4295.720215,4322.450195,4294.799805,4314.089844,930220000,4314.089844
29/12/2014,4309.700195,4321.200195,4306.669922,4312.640137,1227740000,4312.640137
30/12/2014,4301.140137,4309.129883,4277.75,4282.350098,1269200000,4282.350098
31/12/2014,4294.879883,4307.009766,4233.709961,4236.279785,1515600000,4236.279785
